dataset,sparsity,explainer_name,num_test_nodes,gpu,f1_score,recall,precision,auc,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,mask_sparsity,expl_edges,time,number_of_edges,mask_sparsity_init,non_zero_values_init
syn4,0.7,subgraphx,100.0,1.0,0.7098181818181816,0.605,0.863,0.8021777546777545,1.0,1.0,0.9844945669174194,0.9497852921485901,0.9956094622612,8.5,0.261,1936.0,0.9956095041322331,8.5
syn4,0.99,distance,100.0,1.0,0.6726497370878175,0.98,0.5137342657342657,0.9556018277893279,1.0,0.33,0.9844944477081299,0.34301939606666565,0.9901859164237976,19.0,0.0091,1936.0,0.004979338842975205,1926.36
syn4,0.99,gnnexplainer,100.0,1.0,0.7766458151411713,0.9816666666666667,0.6542710622710624,0.9571238305613305,1.0,0.24,0.9819622039794922,0.22032779455184937,0.9910537600517273,17.32,2.5982,1936.0,0.9898863636363642,19.58
syn4,0.99,ig_node,100.0,1.0,0.7289083710407239,0.99,0.5791038961038961,0.9945824670824669,1.0,0.04,0.9844944477081299,0.08543824404478073,0.9902892112731934,18.8,0.2786,1936.0,0.35747933884297495,1243.92
syn4,0.99,occlusion,100.0,1.0,0.3976367016122029,0.6416666666666667,0.28862073710603114,0.7200225225225222,0.99,0.83,0.9748056530952454,0.8245094418525696,0.9901859164237976,19.0,0.0675,1936.0,0.0010743801652892315,1933.92
syn4,0.99,pagerank,100.0,1.0,0.74875,0.9983333333333334,0.5989999999999999,0.9957194213444214,1.0,0.06,0.9844945669174194,0.05622879043221474,0.9901859164237976,19.0,0.0128,1936.0,0.0012086776859503957,1933.66
syn4,0.99,pgmexplainer,100.0,1.0,0.7639924046541693,0.9983333333333334,0.6211493506493505,0.9986499480249481,1.0,0.06,0.9844944477081299,0.04123804718255997,0.9904286861419678,18.53,6.9566,1936.0,0.985082644628099,28.88
syn4,0.99,random,100.0,1.0,0.007233333333333334,0.015,0.004766081871345029,0.49882233194733194,0.04,1.0,0.03922079876065254,0.9844953417778015,0.9901859164237976,19.0,0.0,1936.0,0.0005165289256198191,1935.0
syn4,0.99,sa_node,100.0,1.0,0.08664258685930512,0.13166666666666665,0.0646095571095571,0.5618247574497576,0.06,1.0,0.19685649871826172,0.9844945669174194,0.9901859164237976,19.0,0.0028,1936.0,0.0013533057851239606,1933.38
syn4,0.99,subgraphx,100.0,1.0,0.6898181818181817,0.5866666666666667,0.841,0.7929643104643103,1.0,1.0,0.9844945669174194,0.9489234089851379,0.9956300258636475,8.46,0.2651,1936.0,0.9956301652892579,8.46
syn4,0.997,distance,100.0,1.0,0.6454343434343435,0.5266666666666667,0.8518333333333333,0.6815113911988909,0.96,1.0,0.9337102770805359,0.9183181524276733,0.9974172115325928,5.0,0.0072,1936.0,0.004979338842975205,1926.36
syn4,0.997,gnnexplainer,100.0,1.0,0.5403434343434343,0.4699999999999999,0.6428333333333334,0.6324462924462925,0.75,1.0,0.7266920208930969,0.9811148643493652,0.9974172115325928,5.0,2.5735,1936.0,0.9898863636363642,19.58
syn4,0.997,ig_node,100.0,1.0,0.64,0.48,0.96,0.7007960845460843,0.86,1.0,0.865814745426178,0.9011911153793335,0.9974172115325928,5.0,0.1802,1936.0,0.35747933884297495,1243.92
syn4,0.997,occlusion,100.0,1.0,0.6591515151515153,0.5466666666666666,0.846,0.676931306306306,0.99,1.0,0.9790287017822266,0.979712724685669,0.9974172115325928,5.0,0.0965,1936.0,0.0010743801652892315,1933.92
syn4,0.997,pagerank,100.0,1.0,0.6088888888888888,0.4566666666666667,0.9133333333333334,0.6957709632709631,1.0,1.0,0.9806602001190186,0.8800380229949951,0.9974172115325928,5.0,0.012,1936.0,0.0012086776859503957,1933.66
syn4,0.997,pgmexplainer,100.0,1.0,0.6422222222222222,0.4816666666666667,0.9633333333333334,0.7003633922383921,0.85,1.0,0.8382551670074463,0.8947755694389343,0.9974172115325928,5.0,4.1317,1936.0,0.985082644628099,28.88
syn4,0.997,random,100.0,1.0,0.005454545454545454,0.005,0.006000000000000001,0.49995841995841983,0.0,1.0,6.841540016466752e-05,0.984494686126709,0.9974172115325928,5.0,0.0,1936.0,0.0005165289256198191,1935.0
syn4,0.997,sa_node,100.0,1.0,0.16888888888888887,0.12833333333333333,0.2483333333333333,0.5628941441441441,0.04,1.0,0.18147842586040497,0.9844945669174194,0.9974172115325928,5.0,0.0038,1936.0,0.0013533057851239606,1933.38
syn4,0.997,subgraphx,100.0,1.0,0.6338383838383838,0.505,0.8631666666666667,0.6798232848232846,1.0,1.0,0.972562313079834,0.9590044617652893,0.9974172115325928,5.0,0.2686,1936.0,0.9956301652892579,8.46
syn5,0.0,distance,100.0,1.0,0.013978194199510453,1.0,0.007038288381314278,0.9982091701122267,1.0,0.0,0.8666999340057373,0.0,0.0012199401389807463,3405.84,0.015,3410.0,0.0012199413489736243,3405.84
syn5,0.0,gnnexplainer,100.0,1.0,0.7843449844654249,0.9283333333333332,0.70904666001258,0.9622631792675724,1.0,0.0,0.8666999340057373,0.0,0.989724338054657,35.04,2.7594,3410.0,0.989724340175953,35.04
syn5,0.0,ig_node,100.0,1.0,0.5441641435099447,0.9975,0.43911497244672126,0.9932053553849184,1.0,0.03,0.8666999340057373,0.018076881766319275,0.7780938744544983,756.7,0.1905,3410.0,0.7780938416422291,756.7
syn5,0.0,occlusion,100.0,1.0,0.013977868375072804,1.0,0.007038123167155424,0.18068000590667452,1.0,0.0,0.8666999340057373,0.0,0.002346038818359375,3402.0,0.1285,3410.0,0.002346041055718473,3402.0
syn5,0.0,pagerank,100.0,1.0,0.013989603662715639,1.0,0.0070440737404863125,0.9994994093325457,1.0,0.0,0.8666999340057373,0.0,0.0008445739513263106,3407.12,0.0187,3410.0,0.0008445747800586767,3407.12
syn5,0.0,pgmexplainer,100.0,1.0,0.658149178140985,1.0,0.5222228395483689,0.9991733116755266,1.0,0.0,0.8666999340057373,0.0,0.9833784699440002,56.68,5.9012,3410.0,0.9833782991202349,56.68
syn5,0.0,random,100.0,1.0,0.013977868375072804,1.0,0.007038123167155424,0.4937226816302423,1.0,0.0,0.8666999340057373,0.00015641390928067267,0.0002932548522949219,3409.0,0.0,3410.0,0.0002932551319647647,3409.0
syn5,0.0,sa_node,100.0,1.0,0.658149178140985,1.0,0.5222228395483689,0.9994147469974404,1.0,0.0,0.8666999340057373,0.0,0.9833784699440002,56.68,0.0059,3410.0,0.9833782991202349,56.68
syn5,0.0,subgraphx,100.0,1.0,0.6359805905137174,0.5008333333333334,0.9132228327228327,0.750251279779484,1.0,0.72,0.8675405979156494,0.5566129088401794,0.9961467981338501,13.14,3.5319,3410.0,0.9961466275659838,13.14
syn5,0.7,distance,100.0,1.0,0.037848955802412994,1.0,0.01928962458505107,0.9982091701122268,1.0,0.0,0.8666999340057373,0.0,0.6999997496604919,1023.0,0.0144,3410.0,0.0012199413489736243,3405.84
syn5,0.7,gnnexplainer,100.0,1.0,0.7843449844654249,0.9283333333333332,0.70904666001258,0.9622672401063203,1.0,0.0,0.8666999340057373,0.0,0.989724338054657,35.04,2.6745,3410.0,0.989724340175953,35.04
syn5,0.7,ig_node,100.0,1.0,0.5496790345509825,0.9941666666666665,0.4419508076320399,0.9952518950580824,1.0,0.05,0.8666999340057373,0.028716053813695908,0.9248124957084656,256.39,0.3316,3410.0,0.7780938416422291,756.7
syn5,0.7,occlusion,100.0,1.0,0.012730467970474845,0.31166666666666665,0.006497944115038909,0.45532154459539276,0.74,1.0,0.6107132434844971,0.8678476810455322,0.6999997496604919,1023.0,0.1573,3410.0,0.002346041055718473,3402.0
syn5,0.7,pagerank,100.0,1.0,0.045801526717557266,1.0,0.0234375,0.9994994093325457,1.0,0.0,0.8666999340057373,0.0,0.6999997496604919,1023.0,0.0215,3410.0,0.0008445747800586767,3407.12
syn5,0.7,pgmexplainer,100.0,1.0,0.658149178140985,1.0,0.5222228395483689,0.999292183500689,1.0,0.0,0.8666999340057373,0.0,0.9833784699440002,56.68,6.3058,3410.0,0.9833782991202349,56.68
syn5,0.7,random,100.0,1.0,0.0141993308997695,0.5216666666666667,0.007197631587002433,0.5001233018310692,0.87,1.0,0.7337920665740967,0.8691631555557251,0.6999997496604919,1023.0,0.0,3410.0,0.0002932551319647647,3409.0
syn5,0.7,sa_node,100.0,1.0,0.658149178140985,1.0,0.5222228395483689,0.9994149931088798,1.0,0.0,0.8666999340057373,0.0,0.9833784699440002,56.68,0.0043,3410.0,0.9833782991202349,56.68
syn5,0.7,subgraphx,100.0,1.0,0.629630465812287,0.49499999999999994,0.9072059884559885,0.7473227997637331,1.0,0.74,0.8675140142440796,0.5700312852859497,0.9961643218994141,13.08,3.2095,3410.0,0.9961642228739018,13.08
syn5,0.99,distance,100.0,1.0,0.7000034397694567,0.9633333333333333,0.5514309158423574,0.9419502485725536,1.0,0.42,0.8666999340057373,0.342007040977478,0.9900292754173279,34.0,0.0125,3410.0,0.0012199413489736243,3405.84
syn5,0.99,gnnexplainer,100.0,1.0,0.7780844105629646,0.8958333333333333,0.7090849195221856,0.9161254676117346,1.0,0.26,0.8649278879165649,0.2267998456954956,0.9913548231124878,29.48,3.6556,3410.0,0.989724340175953,35.04
syn5,0.99,ig_node,100.0,1.0,0.7994096770119016,0.955,0.6916367483565626,0.9764112029927151,1.0,0.36,0.8666999340057373,0.2922224700450897,0.9903813004493713,32.8,0.1894,3410.0,0.7780938416422291,756.7
syn5,0.99,occlusion,100.0,1.0,0.1827613443743475,0.285,0.13470354749919966,0.5673528253593227,0.74,1.0,0.6107132434844971,0.8678476810455322,0.9900292754173279,34.0,0.1385,3410.0,0.002346041055718473,3402.0
syn5,0.99,pagerank,100.0,1.0,0.8124137931034485,0.9816666666666666,0.6929411764705882,0.9903932860799369,1.0,0.29,0.8666999340057373,0.22407768666744232,0.9900292754173279,34.0,0.0198,3410.0,0.0008445747800586767,3407.12
syn5,0.99,pgmexplainer,100.0,1.0,0.8074534293292914,0.9591666666666666,0.7010467930762049,0.9786330970663516,1.0,0.19,0.8666999340057373,0.14344672858715057,0.9903813004493713,32.8,9.303,3410.0,0.9833782991202349,56.68
syn5,0.99,random,100.0,1.0,0.009603864734299517,0.01833333333333333,0.006506238859180035,0.4995995766883246,0.02,1.0,0.017144834622740746,0.8667792677879333,0.9900292754173279,34.0,0.0,3410.0,0.0002932551319647647,3409.0
syn5,0.99,sa_node,100.0,1.0,0.8115861694108635,0.97,0.7018397067328958,0.9841068615869265,1.0,0.33,0.8666999340057373,0.24183645844459534,0.9903813004493713,32.8,0.0047,3410.0,0.9833782991202349,56.68
syn5,0.99,subgraphx,100.0,1.0,0.6304754905845563,0.4966666666666667,0.9035710678210678,0.748147273085253,1.0,0.74,0.8675755858421326,0.5731568336486816,0.9961349368095398,13.18,4.5897,3410.0,0.9961348973607052,13.18
syn5,0.997,distance,100.0,1.0,0.6627625882889042,0.5416666666666667,0.8594325396825397,0.6819063176806456,0.93,1.0,0.8039605617523193,0.8655093312263489,0.9970675706863403,10.0,0.0123,3410.0,0.0012199413489736243,3405.84
syn5,0.997,gnnexplainer,100.0,1.0,0.5750652388547125,0.4883333333333333,0.7056507936507938,0.6455951589879898,0.81,1.0,0.6895405650138855,0.8682554364204407,0.9970675706863403,10.0,2.5653,3410.0,0.989724340175953,35.04
syn5,0.997,ig_node,100.0,1.0,0.5322635018919848,0.3808333333333333,0.8869047619047619,0.6848365820043315,0.8,0.91,0.6983481049537659,0.7867624163627625,0.9970675706863403,10.0,0.2276,3410.0,0.7780938416422291,756.7
syn5,0.997,occlusion,100.0,1.0,0.3163982683982684,0.285,0.3562222222222223,0.5703918094113016,0.74,1.0,0.6107132434844971,0.8678476810455322,0.9970675706863403,10.0,0.1517,3410.0,0.002346041055718473,3402.0
syn5,0.997,pagerank,100.0,1.0,0.5529411764705882,0.39333333333333337,0.932,0.6936589387674738,1.0,0.99,0.8666999340057373,0.8185575008392334,0.9970675706863403,10.0,0.0201,3410.0,0.0008445747800586767,3407.12
syn5,0.997,pgmexplainer,100.0,1.0,0.5411764705882351,0.3833333333333333,0.9199999999999998,0.691550748178775,0.9,0.94,0.7558642029762268,0.753032922744751,0.9970675706863403,10.0,10.6972,3410.0,0.9833782991202349,56.68
syn5,0.997,random,100.0,1.0,0.005454545454545454,0.005,0.006000000000000001,0.49978268359913364,0.01,1.0,0.005230986978858709,0.8666999340057373,0.9970675706863403,10.0,0.0,3410.0,0.0002932551319647647,3409.0
syn5,0.997,sa_node,100.0,1.0,0.562549019607843,0.40166666666666656,0.941,0.6959663565662529,0.97,0.96,0.8235204219818115,0.7876510620117188,0.9970675706863403,10.0,0.0039,3410.0,0.9833782991202349,56.68
syn5,0.997,subgraphx,100.0,1.0,0.5909806501547987,0.44416666666666665,0.8972857142857141,0.687568049812955,0.97,0.98,0.8309604525566101,0.7917625308036804,0.9970793128013611,9.96,3.2824,3410.0,0.9961055718475087,13.28
syn6,0.0,distance,100.0,1.0,0.005118005926259403,1.0,0.0025655689146200744,0.998937277805993,0.64,0.0,0.5895732641220093,0.0,0.03884498029947281,3794.64,0.0137,3948.0,0.03884498480243162,3794.64
syn6,0.0,gnnexplainer,100.0,1.0,0.3268608540810532,1.0,0.2141141380840201,0.9669391823260537,0.64,0.0,0.5895732641220093,0.0,0.9335106015205383,262.5,2.5999,3948.0,0.9335106382978721,262.5
syn6,0.0,ig_node,100.0,1.0,0.004260608193795038,0.84,0.00213572138117614,0.38690248857287957,0.23,0.45,0.24364405870437622,0.3796985149383545,0.003150955541059375,3935.56,0.16,3948.0,0.003150962512664616,3935.56
syn6,0.0,occlusion,100.0,1.0,0.005053057099545225,1.0,0.002532928064842958,0.03924987303199594,1.0,0.0,0.8719845414161682,-0.044505368918180466,0.00027358054649084806,3946.92,0.6242,3948.0,0.00027355623100307815,3946.92
syn6,0.0,pagerank,100.0,1.0,0.00505561172901921,1.0,0.0025342118601115048,0.9997613001523616,0.64,0.0,0.5895732641220093,0.0,0.0005065798759460449,3946.0,0.021,3948.0,0.0005065856129685686,3946.0
syn6,0.0,pgmexplainer,100.0,1.0,0.0486509415594681,1.0,0.0252239775820003,0.9807770441848653,0.64,0.0,0.5895732641220093,-0.0003166574169881642,0.7801418304443359,868.0,3.9678,3948.0,0.7801418439716314,868.0
syn6,0.0,random,100.0,1.0,0.005053057099545225,1.0,0.002532928064842958,0.49913598273235144,0.64,0.0,0.5895732641220093,3.075599579460686e-07,0.00025331974029541016,3947.0,0.0001,3948.0,0.00025329280648433983,3947.0
syn6,0.0,sa_node,100.0,1.0,0.0035699983582687255,0.7059999999999998,0.001789523681258861,0.11219045200609445,0.63,0.04,0.5752780437469482,0.0577111542224884,0.0007497381884604692,3945.04,0.0036,3948.0,0.0007497467071934815,3945.04
syn6,0.0,subgraphx,100.0,1.0,0.7704999999999999,0.738,0.818,-1.0,0.63,0.03,0.5796018838882446,0.036186836659908295,0.9877456426620483,48.38,3.493,3948.0,0.9877456940222907,8.9
syn6,0.7,distance,100.0,1.0,0.01013840077165713,1.0,0.005095070652365953,0.998937277805993,0.64,0.01,0.5895732641220093,0.005222312640398741,0.700101375579834,1184.0,0.0139,3948.0,0.03884498480243162,3794.64
syn6,0.7,gnnexplainer,100.0,1.0,0.32687577808865487,0.998,0.21412177110439384,0.9646870238699851,0.62,0.02,0.5714620351791382,0.014036091975867748,0.9380141496658325,244.72,3.7089,3948.0,0.9335106382978721,262.5
syn6,0.7,ig_node,100.0,1.0,0.004447546216858107,0.38800000000000007,0.0022368020943287627,0.6006642965972574,0.01,0.65,-0.008630316704511642,0.6035955548286438,0.700101375579834,1184.0,0.1595,3948.0,0.003150962512664616,3935.56
syn6,0.7,occlusion,100.0,1.0,0.0003872412943232711,0.034,0.00019473064485638292,0.36074238191975616,0.07,0.56,0.062125224620103836,0.5170621871948242,0.700101375579834,1184.0,0.5967,3948.0,0.00027355623100307815,3946.92
syn6,0.7,pagerank,100.0,1.0,0.01675041876046901,1.0,0.008445945945945945,0.9997613001523616,0.64,0.0,0.5895732641220093,2.6282072212779894e-05,0.700101375579834,1184.0,0.0193,3948.0,0.0005065856129685686,3946.0
syn6,0.7,pgmexplainer,100.0,1.0,0.05072648555054175,0.9940000000000001,0.026295732058959503,0.9823875063484002,0.64,0.01,0.5895732641220093,-0.00038796395529061556,0.8492755889892578,595.06,3.5511,3948.0,0.7802634245187439,867.52
syn6,0.7,random,100.0,1.0,0.005461351242632016,0.5519999999999999,0.0027442522759034455,0.5148896648044692,0.32,0.41,0.28988802433013916,0.38752198219299316,0.700101375579834,1184.0,0.0001,3948.0,0.00025329280648433983,3947.0
syn6,0.7,sa_node,100.0,1.0,0.001460359586701155,0.11199999999999999,0.0007351660259816504,0.42262061960385977,0.01,0.64,0.01146591454744339,0.5895732641220093,0.700101375579834,1184.0,0.0033,3948.0,0.0007497467071934815,3945.04
syn6,0.7,subgraphx,100.0,1.0,0.7554444444444444,0.722,0.8085000000000001,-1.0,0.63,0.04,0.579176664352417,0.042932964861392975,0.9947669506072998,20.66,3.3482,3948.0,0.9877659574468095,8.82
syn6,0.99,distance,100.0,1.0,0.2658352519221355,0.996,0.15343988028272837,0.9932224479431184,0.64,0.02,0.5895732641220093,-0.0010190713219344616,0.9901216626167297,39.0,0.0159,3948.0,0.03884498480243162,3794.64
syn6,0.99,gnnexplainer,100.0,1.0,0.32455860990371477,0.7179999999999999,0.21391359612547364,0.8280074911122397,0.42,0.21,0.37883543968200684,0.2073570042848587,0.9913018941879272,34.34,2.6824,3948.0,0.9335106382978721,262.5
syn6,0.99,ig_node,100.0,1.0,0.11486782479332387,0.35,0.06889740519852412,0.6707610462163534,0.01,0.65,-0.0075109428726136684,0.6077059507369995,0.9901216626167297,39.0,0.1597,3948.0,0.003150962512664616,3935.56
syn6,0.99,occlusion,100.0,1.0,0.007943330067550148,0.034,0.004497300944669365,0.5036493143727782,0.07,0.56,0.062125224620103836,0.5170621871948242,0.9901216626167297,39.0,0.5155,3948.0,0.00027355623100307815,3946.92
syn6,0.99,pagerank,100.0,1.0,0.3991999999999999,0.998,0.2495,0.99876968004063,0.64,0.02,0.5895732641220093,0.04347578436136246,0.9901216626167297,39.0,0.0235,3948.0,0.0005065856129685686,3946.0
syn6,0.99,pgmexplainer,100.0,1.0,0.2690381821477843,0.7260000000000001,0.1655030480832507,0.8587732351447436,0.58,0.14,0.5409884452819824,0.12374888360500336,0.9901216626167297,39.0,5.6761,3948.0,0.7799797365754815,868.64
syn6,0.99,random,100.0,1.0,0.004545454545454546,0.02,0.0025641025641025637,0.5000733875063486,0.0,0.64,0.0009133428102359176,0.5900993943214417,0.9901216626167297,39.0,0.0,3948.0,0.00025329280648433983,3947.0
syn6,0.99,sa_node,100.0,1.0,0.0369657351260054,0.11199999999999999,0.02229454117906565,0.5517166074149316,0.01,0.64,0.008058395236730576,0.5895732641220093,0.9901216626167297,39.0,0.0038,3948.0,0.0007497467071934815,3945.04
syn6,0.99,subgraphx,100.0,1.0,0.7661111111111109,0.736,0.8049999999999998,-1.0,0.63,0.04,0.5799919366836548,0.04122420772910118,0.9976215362548828,9.39,2.9712,3948.0,0.9877203647416423,9.0
syn6,0.997,distance,100.0,1.0,0.7304141691641692,0.9520000000000001,0.5974531024531025,0.8652105129507364,0.48,0.31,0.437496155500412,0.27628201246261597,0.9972137212753296,11.0,0.0171,3948.0,0.03884498480243162,3794.64
syn6,0.997,gnnexplainer,100.0,1.0,0.2633553113553113,0.37400000000000005,0.20425072150072152,0.610897282884713,0.26,0.61,0.227455273270607,0.5410222411155701,0.9972137212753296,11.0,2.5988,3948.0,0.9335106382978721,262.5
syn6,0.997,ig_node,100.0,1.0,0.1846969696969697,0.218,0.16047619047619047,0.6074781615033013,0.02,0.64,0.0010779943550005555,0.6217052936553955,0.9972137212753296,11.0,0.1922,3948.0,0.003150962512664616,3935.56
syn6,0.997,occlusion,100.0,1.0,0.021833333333333337,0.034,0.01609090909090909,0.5071439817166074,0.07,0.56,0.062125224620103836,0.5170621871948242,0.9972137212753296,11.0,0.5959,3948.0,0.00027355623100307815,3946.92
syn6,0.997,pagerank,100.0,1.0,0.9018181818181817,0.992,0.8266666666666665,0.9458059928897917,0.64,0.01,0.5895732641220093,-0.011860424652695656,0.9972137212753296,11.0,0.0205,3948.0,0.0005065856129685686,3946.0
syn6,0.997,pgmexplainer,100.0,1.0,0.4634632034632034,0.512,0.4236507936507936,0.7433682072117825,0.55,0.22,0.4970097243785858,0.21607652306556702,0.9972137212753296,11.0,3.7949,3948.0,0.7812816616008107,863.5
syn6,0.997,random,100.0,1.0,0.0012500000000000002,0.002,0.0009090909090909091,0.4991038598273235,0.0,0.64,7.523238309659064e-05,0.5895732641220093,0.9972137212753296,11.0,0.0001,3948.0,0.00025329280648433983,3947.0
syn6,0.997,sa_node,100.0,1.0,0.09315984015984015,0.11199999999999999,0.08058333333333334,0.5548735398679533,0.01,0.64,0.0048645250499248505,0.5895732641220093,0.9972137212753296,11.0,0.0031,3948.0,0.0007497467071934815,3945.04
syn6,0.997,subgraphx,100.0,1.0,0.7810555555555554,0.752,0.8229999999999998,-1.0,0.62,0.05,0.5729320049285889,0.05048013851046562,0.9976974725723267,9.09,3.0245,3948.0,0.987725430597772,8.98
